brand_EN,brand_CH,product,score
CLINIQUE,倩碧,男仕止汗臭露,3.6
NIVEA,妮維雅,乾適活力止汗爽身乳膏（男士用） DRY IMPACT Stick,3.6
Angel Key,,天使之腋嫩白噴霧,3.5
TS6,護一生,私密舒粉,3.5
Little innoscents,嬰樂香,爽身粉 Powder,3.5
Rexona,蕊娜,冰氛活氧制汗爽身香體露,3.5
NIVEA,妮維雅,乾適活力止汗爽身噴霧（男士用） DRY IMPACT Spray,3.5
SALA,,爽身噴霧,3.5
Darlin,妲己佳人,去味P止汗噴霧 Professional Antiperspirant Spray,3.4
Rexona,蕊娜,制汗爽身噴霧－長效乾爽,3.4
L'OCCITANE,歐舒丹,亞爾繆思美膚香粉(限量),3.3
Crystal,,[海外販售] Body Deodorant Stick,3.3
Dove,多芬,Invisible Solid Powder Anti-Perspirant,3.3
The Body Shop,美體小舖,甘菊體香劑 Anti-Perspirant Deodorant,3.2
Aesop,,草本腋下身體噴霧,3.1
adidas,愛迪達,女用香體噴霧 (典雅純靜),3.1
Rexona,蕊娜,蕊娜制汗爽身噴霧－熱情花果,3.1
Nature`s Gate,天然之扉,經典夏熱浪滾輪體香棒,3.1
Rexona,蕊娜,極致乾爽制汗爽身香體露,3.1
Dove,多芬,[海外販售] 輕柔嫩肌止汗香體噴霧,3.0
L'OCCITANE,歐舒丹,果漾馬鞭草體香膏,3.0
adidas,愛迪達,女用Action 3制汗香體滾珠(純淨舒棉),3.0
NIVEA,妮維雅,乾適活力止汗爽身噴霧 DRY COMFORT Spray,3.0
Biore,蜜妮,爽身粉濕巾(水漾玫瑰香),3.3
NIVEA,妮維雅,極限動力止汗爽身噴霧 SILVER PROTECT SPRAY,3.3
Rexona,蕊娜,清爽自然制汗爽身噴霧 Cool white body responsive,3.3
adidas,愛迪達,絕對無敵男用香體噴霧(品味透涼) DEO BODY SPRAY ICE Dive,3.3
CHANEL,香奈兒,ALLURE體香劑 ALLURE - SPRAY DEODORANT,3.3
CHANEL,香奈兒,藍色男性體香膏,3.2
Degree,,[海外販售] ultra clear Pure clean,3.2
HAPPY BATHDAY precious rose,快樂沐浴天,薔薇愛戀香氛爽膚巾(沁涼版) HAPPY BATH DAY Precious Rose Rose Enrich Powder Sheet,3.2
DEO CUTE,,制汗爽身噴霧,3.2
Dove,多芬,清爽水嫩制汗爽身香體露,3.2
Rexona,蕊娜,[海外販售] V8制汗爽身噴霧,3.0
NIVEA,妮維雅,極限動力止汗爽身乳液 SILVER PROTECT Roll-On,3.0
adidas,愛迪達,絕對無敵男用香體噴霧(典藏魅力),3.0
The Body Shop,美體小舖,瑪卡根清爽體香膏,3.0
adidas,愛迪達,男用Action 3制汗香體滾珠(強效制汗),2.9
Tommy Hilfiger,,Tommy 止汗體香膏 Deodorant Stick,2.9
NIVEA,妮維雅,瞬間酷涼止汗爽身噴霧 COOL KICK Spray,2.9
Johnson`s,嬌生,嬰兒爽身粉(三重保護配方),2.8
DHC,,止汗爽身柔膚棒 DHC Deodorant Stick,2.8
The Body Shop,美體小舖,中性海藍爽身粉 Oceanus Talc,2.8
adidas,愛迪達,女用動感香氛制汗爽身噴霧,2.7
O`COVER,,香氛爽足蜜 Fragrance Toner Foot Powder,2.7
BOURJOIS,妙巴黎,[海外販售] 柑橘抗菌止汗劑 Net et frais spray,2.7
HAPPY BATHDAY precious rose,快樂沐浴天,薔薇香氛爽身噴霧,2.7
Tommy Hilfiger,,TOMMY HILFIGER 男性體香噴霧 TOMMY HILFIGER Antiperspirant Deodorant Spray,2.7
KENZO,,止汗膏,2.7
Dove,多芬,制汗爽身噴霧清新玫瑰,2.7
Nu Skin,如新,DividendsTM 長效抗汗體香膏 DividendsTM Antiperspirant Deodorant,2.7
adidas,愛迪達,男用動感香氛制汗爽身滾珠,2.6
The Body Shop,美體小舖,NEW中性海藍體香劑,2.6
adidas,愛迪達,女用action 3長效制汗爽身噴霧(強效制汗),2.5
SALA,,-5℃涼感爽身噴霧,2.5
adidas,愛迪達,女用action 3長效制汗爽身噴霧(純淨舒棉),2.4
Rexona,蕊娜,[海外販售] 止汗爽身噴霧-激樂清爽,2.2
L'OCCITANE,歐舒丹,草本體香露,2.2
Rexona,蕊娜,蕊娜制汗爽身噴霧－超效乾爽,2.0
NIVEA,妮維雅,止汗爽身噴霧舒敏系列,0.0
NIVEA,妮維雅,止汗爽身乳液舒敏系列,0.0
NIVEA,妮維雅,止汗爽身乳膏舒敏系列,0.0
NIVEA,妮維雅,止汗爽身乳液-珍珠煥彩系列,0.0
NIVEA,妮維雅,止汗爽身噴霧-珍珠煥彩系列,0.0
Mandom Beauty,,[海外販售] デオドラントロールオン 花せっけん,0.0
chicco,,原生脂嬰兒液態爽身粉,0.0
chicco,,寶貝嬰兒細緻爽身粉,0.0
SABON,,紳士織物芳香噴霧 Fabric Mist,0.0
adidas,愛迪達,女用動感香氛制汗爽身滾珠,0.0
adidas,愛迪達,男用動感香氛制汗爽身噴霧,0.0
adidas,愛迪達,女用美白制汗滾珠(美白柔膚),0.0
adidas,愛迪達,女用美白制汗滾珠(美白清爽),0.0
adidas,愛迪達,女用美白制汗滾珠(美白潔淨),0.0
Playboy,,狂野情人男用香體噴霧,0.0
Dior,迪奧,曠野之心體香噴霧,0.0
Justherb,香草集,清澄海洋凝香粉,0.0
Dove,多芬,[海外販售] 輕柔嫩肌止汗走珠香體露,0.0
Nina Ricci,蓮娜麗姿,[海外販售] 香體止汗噴霧 Deodorant Spray,0.0
L'OCCITANE,歐舒丹,枸櫞體香膏,0.0
LUSH,,[海外販售] 茶樹止汗磚,0.0
LUSH,,[海外販售] 冰菊止汗磚,0.0
Chloé,,[海外販售] 止汗香體噴霧 Perfumed Deodorant Spray&#160,0.0
Rexona,蕊娜,[海外販售] 男士黑白抗印止汗爽身香體露,0.0
Rexona,蕊娜,[海外販售] 男士黑白抗印止汗爽身噴霧,0.0
Rexona,蕊娜,[海外販售] 女士黑白抗印止汗爽身香體露,0.0
Rexona,蕊娜,[海外販售] 女士黑白抗印止汗爽身噴霧,0.0
LUSH,,草本潔淨爽膚粉 The Greeench,0.0
LUSH,,木炭潔淨爽膚粉 The Guv’ner,0.0
NIVEA,妮維雅,[海外販售] 低敏純淨止汗噴霧香氛,0.0
SISLEY,希思黎,[海外販售] Deodorant,0.0
Lab Series,雅男士,4效制汗體香膏,0.0
Fresh Line,,[海外販售] CALYPSO 藍海女神香體噴霧,0.0
Two Girls,雙妹嚜,[海外販售] 活花止汗劑,0.0
Two Girls,雙妹嚜,[海外販售] 花露水爽身粉,0.0
Two Girls,雙妹嚜,[海外販售] 活花爽身粉,0.0
bliss,,[海外販售] 防菌止汗o者喱,0.0
Fees,法緻,沁涼舒緩爽身乳 Refreshing Body Lotion,0.0
YSL,聖羅蘭,[海外販售] 止汗香體膏,0.0
HAPPY BATHDAY precious rose,快樂沐浴天,[海外販售] 藥用粉劑止汗噴霧 Rose Enrich Powder Spray N,0.0
KIEHL`S,契爾氏,[海外販售] 24小時強效止汗膏,0.0
FANCL,,[海外販售] 天然水晶 - 止汗紙巾,0.0
FANCL,,[海外販售] 止汗水晶(支裝),0.0
Dior,迪奧,[海外販售] DIOR HOMME香體止汗膏(不含酒精),0.0
Dior,迪奧,[海外販售] DIOR HOMME香體止汗噴霧,0.0
Dior,迪奧,[海外販售] MISS DIOR香薰止汗劑,0.0
CHARM BABY,親貝比,嬰幼兒液態爽身粉 CHARM BABY Baby Liquid Cornstarch Power,0.0
LUSH,,初雪香體粉 First Snow,0.0
adidas,愛迪達,女用香體噴霧 (繽紛魅力),0.0
adidas,愛迪達,女用香體噴霧 (自然活力),0.0
adidas,愛迪達,女用香體噴霧 (甜美果漾),0.0
NUXE,黎可詩,[海外販售] 芳療柔肌美體香肌露 Long Lasting Deodorant,0.0
Dove,多芬,[海外販售] 乾爽無印止汗走珠香體露,0.0
Dove,多芬,[海外販售] 無印乾爽止汗香體噴霧,0.0
Rexona,蕊娜,[海外販售] 制汗爽身香體露-壓力汗清爽,0.0
Rexona,蕊娜,[海外販售] 制汗爽身香體露-超效乾爽,0.0
Dove,多芬,淨白美肌制汗爽身噴霧,0.0
adidas,愛迪達,女用長效制汗香體滾珠(絲滑柔膚),0.0
adidas,愛迪達,女用長效制汗爽身噴霧,0.0
adidas,愛迪達,男用長效香體滾珠(運動勁能),0.0
adidas,愛迪達,男用長效制汗爽身噴霧,0.0
Playboy,,Super Playboy男用香體噴霧,0.0
Biotherm Homme,碧兒泉男仕,海洋勁量體香膏 AQUAFITNESS DEODORANT,0.0
philosophy,,[海外販售] pure grace perfumed antiperspirant/deodorant,0.0
Fresh,,[海外販售] SUGAR ROLL-ON DEODORANT,0.0
Rexona,蕊娜,制汗爽身噴霧無瑕淨透,0.0
adidas,愛迪達,女用action 3長效制汗爽身噴霧(清新冰氛),0.0
adidas,愛迪達,女用Action 3制汗香體滾珠(清新冰氛),0.0
adidas,愛迪達,女用Action 3制汗香體滾珠(強效制汗),0.0
adidas,愛迪達,男用action 3長效制汗爽身噴霧(專業級強效),0.0
adidas,愛迪達,男用action 3長效制汗爽身噴霧(清新冰氛),0.0
adidas,愛迪達,男用Action 3制汗香體滾珠(清新冰氛),0.0
adidas,愛迪達,男用action 3長效制汗爽身噴霧(強效制汗),0.0
adidas,愛迪達,男用action 3長效制汗爽身噴霧(冰涼凍感),0.0
adidas,愛迪達,男用Action 3制汗香體滾珠(冰涼凍感),0.0
L'OCCITANE,歐舒丹,紳士體香露,0.0
Playboy,,倫敦皇爵男用香體噴霧,0.0
Playboy,,紐約雅痞男用香體噴霧,0.0
AXE,,星際迷情香體噴霧,0.0
Jean Paul Gaultier,高堤耶,冰風暴體香膏,0.0
Neal`s Yard Remedies,尼爾氏香芬庭園,薰衣草茶樹爽身香粉 Lavender & Tea Tree Body Powder,0.0
Crabtree Evelyn,&瑰珀翠,薔薇玫瑰香粉,0.0
HOUSE OF ROSE,,玫瑰蜜語凝香粉餅,0.0
Playboy,,VIP女用噴霧,0.0
GATSBY,,爽身體香酷爽水,0.0
GATSBY,,爽身體香激凍水,0.0
Natio,,極限男性爽身噴霧 Natio for Men Maximum Antiperspirant Deodorant Spray,0.0
GAP,,GAP 1969男性體香膏 GAP EST.1969 Men Deo Stick,0.0
SEXYLOOK,極美肌,Hello Kitty海洋清新體香劑,0.0
Biore,蜜妮,爽身粉濕巾(熱帶花果香),0.0
HAPPY BATHDAY precious rose,快樂沐浴天,薔薇香氛爽身噴霧 Rose Enrich Powder Spray,0.0
SHISEIDO,資生堂-開架式,Ag+銀離子殺菌粉劑止汗噴霧 Deodorant Powder Spray,0.0
The Body Shop,美體小舖,粉蘭の麝香身體芳香噴霧,0.0
HUGO BOSS,,顛覆男用體香噴霧,0.0
HUGO BOSS,,顛覆男用體香膏,0.0
ETUDE HOUSE,,腋下如何沁涼舒緩香體露(薄荷雪),0.0
DKNY,,DKNY MEN男性體香膏,0.0
Swarovski,,止汗香氛噴霧,0.0
Rexona,蕊娜,極限挑戰制汗爽身香體露,0.0
NIVEA,妮維雅,極光炫藍止汗爽身噴霧,0.0
Rexona,蕊娜,極限挑戰制汗爽身噴霧,0.0
Melvita,蜜葳特,[海外販售] Roll-on Deodorant,0.0
CHANEL,香奈兒,白色時尚男性身體香氛 Allure Homme Blanche Edition Decorant,0.0
Dove,多芬,舒活水嫩制汗爽身噴霧,0.0
Dove,多芬,舒活水嫩制汗爽身香體露,0.0
Aramis,,高效制汗噴霧,0.0
KIBIO,奇碧歐,有機金縷梅體香噴霧 Protective Care Deodorant,0.0
Rexona,蕊娜,[海外販售] 淨白制汗爽身噴霧,0.0
Rexona,蕊娜,[海外販售] 高效動力制汗爽身噴霧,0.0
The Body Shop,美體小舖,男士活力麝香體香露 White Musk Sport Anti-Perspirant Deodorant,0.0
Rexona,蕊娜,[海外販售] 超速動能制汗爽身噴霧,0.0
Rexona,蕊娜,[海外販售] 酷涼冰感爽身噴霧 ICE COOL Spray,0.0
MUJI,無印良品,制汗噴霧劑,0.0
Rexona,蕊娜,魅力激發爽身噴霧,0.0
NIVEA,妮維雅,極限動力止汗爽身乳膏 SILVER PROTECT Stick,0.0
The Body Shop,美體小舖,白麝香絲柔爽身粉,0.0
Rexona,蕊娜,清爽自然制汗爽身香體露,0.0
Rexona,蕊娜,自由舒暢制汗爽身香體露,0.0
DKNY,,DKNY MEN 止汗噴霧,0.0
Tommy Hilfiger,,Tommy Girl 止汗體香膏 Tommy Girl Antiperspirant Deodorant Stick,0.0
DKNY,,DKNY MEN 男性體香噴霧,0.0
Lab Series,雅男士,aramis高效制汗噴霧 24 Hour High Performance Antiperspirant Spray Atomiseur,0.0
HELAN,賀蘭,自由之翼有機茶樹體香滾珠,0.0
HELAN,賀蘭,古典羅蘭芬芳爽身乳,0.0
HELAN,賀蘭,古典薔薇芬芳爽身乳,0.0
HELAN,賀蘭,愛情花語有機體香滾珠,0.0
GAP,,男性體香噴霧 Men Body Spray,0.0
NIVEA,妮維雅,瞬間酷涼止汗爽身乳液 COOL KICK Roll-On,0.0
NIVEA,妮維雅,乾適活力止汗爽身乳液（男士用） DRY IMPACT Roll-On,0.0
narciso rodriguez,,香體液,0.0
Jean Paul Gaultier,高堤耶,白色高堤耶體香膏,0.0
The Body Shop,美體小舖,男士噴式體香劑,0.0
The Body Shop,美體小舖,男士體香劑,0.0
ISSEY MIYAKE,三宅一生,男性香體液Blue,0.0
Teeth Lab,齒達人,頂級植物美白牙膏 Tooth Paste Premium,4.2
MUSEE,,速攻美齒潔牙棒,3.0
Yuan Soap,阿原肥皂,苦瓜牙膏-亮白,0.0
,2080,三重美白修護牙膏 three heavy whitening repair toothpaste,0.0
Teeth Lab,齒達人,高效植物美白牙膏 Tooth Paste Standard,0.0
Jean Paul Gaultier,高堤耶,KoKoRico體香膏,0.0
LANCOME,蘭蔻,舒活芳香爽身粉露,0.0
Kirei,,香氛花園爽身蜜粉,0.0
Dove,多芬,制汗爽身噴霧清新自然,0.0
ARWIN,雅聞,麗質體香膏,0.0
ARWIN,雅聞,尊龍男性體香膏,0.0
Gamila Secret,潔米拉秘密,原創原味 Original,6.0
DHC,,純欖滋養皂 Mild Soap,5.9
ERNO LASZLO,奧倫納素,逆齡奇蹟死海礦泥皂,5.8
,牛乳石鹼,自然派綠茶洗顏皂,5.7
,古寶,無患子玉容活膚晶,5.7
Seba med,施巴,潔膚皂,5.7
yuxia,悠絲亞,肌養晶皂(清爽型),5.7
Nu Skin,如新,潔膚霸 Body Bar,5.7
ERNO LASZLO,奧倫納素,白玉無瑕肌透光白皂 White Marble Treatment Ba,5.6
BIOCHEM,倍優,BC氨基酸玫瑰洗面皂 Rose Cleansing Foam,5.6
ettusais,艾杜紗,荳蔻洗顏皂,5.6
SHISEIDO,資生堂-開架式,潤紅蜂蜜香皂,5.6
DHC,,純欖精純皂 Olive Soap,5.6
Yuan Soap,阿原肥皂,玫瑰皂,5.5
Cetaphil,舒特膚,溫和潔膚凝脂,5.5
Penelopi Moon,,月光潔顏泡泡面膜皂-月見草 Penelopi Moon JUNOA,5.5
IPSA,茵芙莎,海洋礦物皂,5.5
,古寶,蜂王乳蜂蜜活膚晶,5.5
LUSH,,油中送炭潔面皂 Coalface,5.5
KOSE,高絲-專櫃,雪肌精晶透潤白潔顏皂,5.4
Whoo,后,天氣丹津率享美妍皂,5.4
Gamila Secret,潔米拉秘密,野玫瑰（限量） Wild Rose,5.4
Seba med,施巴,施巴5.5痘淨潔面皂 Cleansing Bar,5.4
Snow White,白雪,洗面皂,5.4
Neutrogena,露得清,清透潔面皂 Skin Clearing Facial Bar,5.4
DHC,,純欖蘆薈皂 Pure Soap,5.4
Sulwhasoo,雪花秀,宮中蜜皂 Herb Soap,5.3
Gamila Secret,潔米拉秘密,舒緩天竺葵秘密 Soothing Geranium,5.3
Whoo,后,氣津清顏皂 WHOO  Gongjinhyang Cleaning Bar,5.3
CLINIQUE,倩碧,洗面皂 Facial Soap,5.3
LUSH,,超快感潔面皂 Fresh Farmacy,5.3
yuxia,悠絲亞,肌養晶皂(滋潤型),5.3
herbacin,德國小甘菊,小甘菊經典潔膚皂 Soap,5.2
IPSA,茵芙莎,雙月柔潤皂,5.2
su:m37,甦秘,純淨酵能玫瑰潔膚棒,5.1
KOSE,高絲-專櫃,雪肌精晶透潔顏皂,5.1
ORBIS,,新．水原力潔面皂 AQUAFORCE FACIAL SOAP,5.1
,古寶,無患子蓮花精華美容皂,5.1
Kanebo,佳麗寶-專櫃,嫩白酵素皂,5.1
KOSE COSMEPORT,蔻絲魅寶,黑糖精靚黑潤白洗顏皂 KT ESSENCE E SOAP,5.0
ARWIN,雅聞,IceQueen冰淇淋氨基酸美容皂-蜜桃,5.0
,古寶,玉容草本玫瑰活膚晶,5.0
LJH,麗緻韓,零毛孔雞蛋面膜皂 LJH EGG PACK FACIAL SOAP,5.0
TEASOAP,茶山房天然手工皂,茶樹皂 Tea tree soap,5.0
LA ROCHE-POSAY,理膚寶水,滋養皂 LIPIKAR SURGRAS BAR,5.0
ERNO LASZLO,奧倫納素,逆齡奇肌 平衡淨膚皂,4.9
cle de peau Beaute,肌膚之鑰,光采潔膚皂 (調理/澤潤型) creansing form (refreshing/gentle),4.9
TEASOAP,茶山房天然手工皂,珍珠桂花皂 Pear & Sweet Osmanthus Soap,4.9
TEASOAP,茶山房天然手工皂,綠茶皂 Green tea soap,4.9
COVERMARK,,黑礦洗顏石(N) Mineral Soap,4.9
Domohorn Wrinkle,朵茉麗蔻,潔顏霜(升級版),4.8
HACCI,,蜂蜜洗顏皂,4.8
ARWIN,雅聞,IceQueen冰淇淋氨基酸美容皂-奇異果,4.8
Timeless Truth Mask,提提研,竹炭淨潤洗顏皂,4.8
Penelopi Moon,,月光潔顏泡泡面膜皂-海藻綠 Penelopi Moon Talisa,4.8
Nature&Co,,純淨毛孔淨化洗顏皂 MINT&TEA FACIAL SOAP,4.8
Gamila Secret,潔米拉秘密,潔米拉舒靜茉莉秘密 Jasmine Comfort Cream Bar,4.8
Nature&Co,,純淨保濕洗顏皂 Facial Wash,4.8
Dior,迪奧,精萃再生花蜜柔膚潔顏皂 Prestige Le Savon,4.7
IPSA,茵芙莎,雙月透明皂,4.7
cle de peau Beaute,肌膚之鑰,創．極致洗顏皂 savon,4.6
CHANEL,香奈兒,珍珠光感TXC柔膚潔顏皂,4.6
Morgan`s,,皇家精質馬奶彈力滋養潤膚皂 Morgan’s Mare’s Milk Nutritional Soap,4.6
Gamila Secret,潔米拉秘密,薰衣草天堂 Lavender Heaven,4.6
Yuan Soap,阿原肥皂,玉蘭皂,4.5
THREE品牌活動中,,平衡洗顏皂 Balancing Soap,4.5
The Body Shop,美體小舖,杏奶花蜜滋養潔膚皂,4.4
,美康櫻森,VCO椰油精粹嫩白洗顏皂,4.4
ARWIN,雅聞,IceQueen冰淇淋氨基酸美容皂-檸檬泡泡,4.4
ERNO LASZLO,奧倫納素,海生奇肌 藍藻保濕皂 FIRMARINE FACE BAR,4.4
Gamila Secret,潔米拉秘密,鮮活檸檬草秘密 Lively Lemongrass,4.4
Cosme Decorte,黛珂,洗顏皂(附精裝盒),4.4
Gamila Secret,潔米拉秘密,賦活迷迭香 Reviving Rosemary,4.4
TEASOAP,茶山房天然手工皂,御用皂 Imperial Soap,4.4
Dr.Ci:Labo,,深層淨化洗顏皂 Acneless Soap,4.4
DHC,,藍彩雙層皂盒,4.4
BIOCROWN,百匡,淨顏保濕手工皂-菊花綠豆,4.3
Gamila Secret,潔米拉秘密,薄荷奇蹟 Miracle Mentha,4.3
,古寶,天然無患子植物皂,4.3
TEASOAP,茶山房天然手工皂,五葉松皂 Shortleaf pine soap,4.3
ORIGINS,品木宣言,香草仙子面皂 Cream Bar,4.3
SANTAXUS,杉之淬,活煥金純修護凝磚(深層清潔),4.2
NARUKO,牛爾親研,茶樹控油抗痘潔膚皂 Tea Tree Shine Control & Blemish Clear Bar Soap,4.2
L'OCCITANE,歐舒丹,乳油木保濕潔面皂 Ultra Rich Face Soap,4.2
CLINIQUE,倩碧,淨痘潔面皂,4.2
DHC,,橄欖皂盒,4.2
fracora,,胎盤素極致細潤洗顏皂 Placenta Clear Soap,4.1
BLACK PAINT,,[海外販售] ブラックペイント,4.1
ERNO LASZLO,奧倫納素,逆齡奇蹟 平衡滋養皂 Phelityl Cleansing Bar,4.1
,神戶TRANSP`ARENT,美白潔顏皂,4.1
Gamila Secret,潔米拉秘密,乳霜香草(冬季限定) Creamy Vanilla,4.1
,神戶TRANSP`ARENT,卸妝潔顏皂,4.1
,丸竹,艾草皂,4.1
LA CURE,,Salt Soap,4.1
JILL STUART,吉麗絲朵,莓淬果露洗顏皂,4.1
CLINIQUE,倩碧,肌本透白洗面皂（溫和型）,4.1
ARWIN,雅聞,IceQueen冰淇淋氨基酸美容皂-藍苺優格,4.0
TONYMOLY,,亮采潔顏雙色蛋 Eggpore Shiny Skin Soap,4.0
LA CURE,,[海外販售] Mud Soap,4.0
THREE品牌活動中,,極致活顏潔顏皂 AIMING SOAP,3.9
ARWIN,雅聞,IceQueen冰淇淋氨基酸美容皂-濃情巧克力,3.9
Pretty Yard,瑞士山城,海藻磨砂皂,3.9
Vanicream,薇霓肌本,薇霓肌本柔膚皂 Vanicream&#8482; Cleansing Bar,3.9
Dr. Bronner`s,布朗博士,有機玫瑰潔顏皂,3.9
NOV,娜芙,娜芙ACNE乳霜皂 Medicated Acne Soap,3.9
BCL,,AHA柔膚潔面皂,3.9
ERNO LASZLO,奧倫納素,逆齡奇蹟 舒緩修護皂,3.8
ETUDE HOUSE,,緊囊妙劑淨化毛孔按摩潔膚皂(限量版),3.8
do organic,,有機玄米保濕潔顏皂 MOISTURE SOAP,3.8
CLINIQUE,倩碧,男用洗面皂,3.8
Kanebo,佳麗寶-開架式,角質物語 雙效潔膚皂 Precious Turn W-Clear Wash,3.8
MUJI,無印良品,洗面皂,3.7
,牛乳石鹼,自然派竹炭洗顏皂,3.6
ARWIN,雅聞,IceQueen冰淇淋氨基酸美容皂-人蔘,3.6
,38G+,木瓜潔顏酵素晶體,3.6
Sofnon,詩芙儂,柳草荳蔻黑皂 Willowherb Acne Soap,3.6
SANTAXUS,杉之淬,活煥金純修護凝磚(潤澤保濕),3.5
MENARD,美伊娜多,FAIRLUCENT亮膚皂,3.5
BIOCROWN,百匡,淨顏保濕手工皂-蘋果洛神花,3.5
Santa Maria Novella,,溫和洗面皂 Sapone Vellutina,3.5
Saint-Gervais,聖泉薇,低敏潔膚皂 Pain Nettoyant Doux,3.5
,京乃雪,手作和漢植物淨顏玉 Natural Soap,3.5
GIN GER,薑心比心,薑奶皂,3.5
CHIC CHOC,奇可俏可,控油雙色皂,3.5
SABON,,橄欖油手工皂,3.4
Pelican,沛麗康,泥炭石洗面皂,3.4
Stiefel,史帝富,愛可妮潔膚皂 Acne-Aid BAR,3.4
CLINIQUE,倩碧,無油光淨痘清潔皂 Anti-blemish Solutions Antibacterial Face & Body Soap,3.4
,ねば塾,[海外販售] 白雪の詩,3.4
Kanebo,佳麗寶-開架式,清爽皂霜,3.4
I-Sarven,艾薩汶,玫瑰精油潔面皂,3.3
ettusais,艾杜紗,UP彈潤洗顏皂,3.3
LOME,大地之愛,經典植萃皂-薰衣草夜曲 Lavender Soap,3.3
ERNO LASZLO,奧倫納素,逆齡奇蹟 藍藻緊緻皂,3.3
kracie,葵緹亞,舒緩美肌洗顏皂,3.3
MEN,Za,高效抗倦容洗面皂,3.3
Najel,,法國皇家翡翠精油手工皂,3.3
tade,手工阿波勒皂,35%特別乾燥肌膚 ALEPPO SOAP LAUREL PAIN D ALEP 35%,3.3
Dr.Ci:Labo,,晶透妍C雪顏皂,3.3
REUNROM,麗妍泰,椰子米漿草本香皂 Herbal Soap  Coconut&Rice Bran,3.2
LSY,林三益,苦茶潤肌皂,3.2
LSY,林三益,茶樹清爽皂,3.2
,喜朵,喜朵手工香皂,3.2
Bioderma,法國貝德瑪,賦妍潔膚皂 Atoderm Oil Rich Soap,3.2
REUNROM,麗妍泰,香茅萊姆草本香皂 Herbal Soap Lemongrass&Lime,3.1
,京都舞妓,[海外販售] 舞妓さん米ぬか石鹸,3.1
MEISHOKU,明色,Detclear煥膚角質潔面皂,3.1
VERNAL,瑪娜璐,調理皂,3.1
Beauty Diy,,氨基酸溫和洗面皂EX,3.1
Kanebo,佳麗寶-專櫃,活力美白皂,3.1
SHILLS,,左旋卡尼丁V臉曲線皂,3.0
ASKA,愛斯肯,純鑽無齡滋養潔顏皂 AZsoap,3.0
RMK,,洗顏皂(C),3.0
IPSA,茵芙莎,自律舒緩潔膚皂,3.0
REUNROM,麗妍泰,山竹火龍果草本香皂  Herbal Soap Mangosteen&Dragon fruit,2.9
MEN,Za,高效抗油光洗面皂,2.9
Morgan`s,,燕窩膠原晶凍皂 organ's Bird's Nest Soap,2.9
,神戶TRANSP`ARENT,DelicaMizzle潔顏皂-敏感肌,2.9
,丸竹,竹碳皂,2.9
CLINIQUE,倩碧,肌本透白洗面皂（加強型）,2.9
CLINIQUE,倩碧,光妍活采淨白洗面皂 Active White Lab Solutions Cleansing Bar,3.1
,盛田屋,豆腐洗面皂,3.0
Watsons,屈臣氏,白金舒潤瑩亮潔面皂,3.0
L'OCCITANE,歐舒丹,天使草潔面皂,3.0
Loving&Herbs,愛草皂,經典馬賽皂(無精油.洗臉.身),3.0
LA ROCHE-POSAY,理膚寶水,青春潔膚皂,3.0
Sasatinnie,,柔滑透明質酸美顏皂 Miracle Silky Hyaluronic Acid Facial Soap,3.0
,神戶TRANSP`ARENT,DelicaMizzle潔顏皂-混合肌,3.0
Dr. Bronner`s,布朗博士,有機薄荷潔顏皂 Peppermint Organic Bar Soap,3.0
divinia,蒂芬妮亞,抗痘美人面皰潔淨皂,3.0
ARWIN,雅聞,麗質洗面皂,2.9
Estee Lauder,雅詩蘭黛,超能綠藻發光肌潔顏皂,2.8
,神戶TRANSP`ARENT,毛孔細緻潔顏皂,2.8
,神戶TRANSP`ARENT,DelicaMizzle潔顏皂-油性肌,2.8
Estee Lauder,雅詩蘭黛,海藻潔面皂 Vitachlorella Bar Mineral-Enriched Soap,2.8
LSY,林三益,洋甘菊低敏皂,2.7
Dr. Bronner`s,布朗博士,有機杏仁潔顏皂 Almond Pure-Castile Bar Soap,2.7
MUJI,無印良品,舒緩美肌洗臉皂,2.7
RMK,,洗顏皂(S),2.7
ARWIN,雅聞,麗質維他洗面皂,2.7
Biotherm,碧兒泉,淨膚零油光無瑕肌潔面皂,2.6
DR.Woods,伍斯博士,阿拉塔黑皂潔顏露,2.6
L'OCCITANE,歐舒丹,活膚美容皂,2.6
MEN,Za,高效抗乾澀洗面皂,2.5
,神戶TRANSP`ARENT,DelicaMizzle潔顏皂-乾性肌,2.5
SesDerma,賽斯黛瑪,甘菊蘆薈皂 Hidraven Dermatological Bar,2.5
La SINCIA,芯希雅,潔淨舒緩美容皂,2.5
,森田藥粧,素肌美人炭燒皂,2.5
TRINITYLINE,,清透潔面皂EX,2.5
Loving&Herbs,愛草皂,油性皮脂調理專用皂 (臉部專用),2.3
,森田藥粧,天然潔膚皂,2.3
Kanebo,佳麗寶-開架式,面皰皂霜 Acne-Wash,2.2
L'OCCITANE,歐舒丹,乳油木潔面皂,2.0
SANTAXUS,杉之淬,活煥金純修護凝磚(嫩白舒緩),0.0
ancoco,,紅豆肥皂 Red Beans Soap,0.0
"Shin Nihon Seiyaku Co., Ltd.",新日本製藥,多效潔顏卸妝皂 CLEANSING SOAP,0.0
DHC,,潤米蛋白肌潔顏皂,0.0
,美人豆腐,保濕潔顏皂,0.0
REUNROM,麗妍泰,紅芭樂谷胱甘肽草本香皂  Herbal Soap  Pink Guava&Gluta,0.0
